objectid,country,name,company,group_comp,subgroup,groupid,area_ha
6185,CMR,CDC Plantation,,,,,1074.32
6186,CMR,CDC Plantation,,,,,401.715
6187,CMR,Ferme suisse,,,,,4223.68
6188,CMR,Socapalm,,,,,5823.61
6189,CMR,Socapalm,,,,,16321.9
6190,CMR,,,,,,1470.66
6191,CMR,Socapalm,,,,,1696.55
6192,CMR,Socapalm,,,,,1698.41
6193,CMR,,,,,,3307.16
6194,CMR,,,,,,3017.85
6195,CMR,Socapalm,,,,,5105.18
6196,CMR,,,,,,2180.85
6197,CMR,Socapalm,,,,,1873.6
6198,CMR,,,,,,3813.47
6199,CMR,G.S.K. Station,,,,,1553.29
6200,CMR,P.A.M.O.L. Plantation,,,,,5427.33
6201,CMR,PHP,,,,,2128.17
6202,CMR,PHP,,,,,2653.38
6203,CMR,PHP,,,,,112.034
6204,CMR,,,,,,145.164
6205,CMR,,,,,,763.206
6206,CMR,PHP,,,,,5861.57
6207,CMR,,,,,,3823.96
6208,CMR,P.A.M.O.L. Plantation,,,,,5394.84
6209,CMR,PHP,,,,,360.947
6210,CMR,,,,,,182.937
6211,CMR,CDC Plantation,,,,,3387.72
6212,CMR,CDC Plantation,,,,,1817.43
6213,CMR,,,,,,783.78
6214,CMR,,,,,,305.042
6215,CMR,,,,,,992.464
6216,CMR,,,,,,571.267
6217,CMR,,,,,,1582.3
6218,CMR,,,,,,495.282
6219,CMR,,,,,,190.21
6220,CMR,Plantation,,,,,1842.88
6221,CMR,,,,,,1242.43
6222,CMR,,,,,,232.578
6223,CMR,,,,,,572.147
6224,CMR,,,,,,8668.74
6225,CMR,,,,,,15982.4
6226,CMR,CDC Plantation,,,,,4050.87
6227,CMR,CDC Plantation,,,,,1258.49
6228,CMR,,,,,,9178
6229,CMR,,,,,,195.293
6230,CMR,CDC Plantation,,,,,1122.33
6231,CMR,CDC Plantation,,,,,578.712
6232,CMR,,,,,,1553.05
6233,CMR,CDC Plantation,,,,,2015.3
6234,CMR,,,,,,259.102
6235,CMR,CDC Plantation,,,,,4658.96
6236,CMR,CDC Plantation,,,,,650.938
6237,CMR,CDC Plantation,,,,,906.561
6238,CMR,CDC Plantation,,,,,2717.04
6239,CMR,CDC Plantation,,,,,1947.08
6240,CMR,CDC Plantation,,,,,812.485
6241,CMR,P.A.M.O.L. Plantation,,,,,937.661
6242,CMR,SAFACAM,,,,,10678.4
6243,CMR,SAFACAM,,,,,4640.27
6244,CMR,SAFACAM,,,,,8008.96
6245,CMR,SAFACAM,,,,,647.708
6246,CMR,SGSOC- HERAKLES,,,,,494.622
6247,CMR,SGSOC- HERAKLES,,,,,500.722
6248,CMR,SGSOC- HERAKLES,,,,,185.22
6249,CMR,SGSOC- HERAKLES,,,,,326.862
6250,CMR,SGSOC- HERAKLES,,,,,203.783
6251,CMR,SGSOC- HERAKLES,,,,,1497.54
6252,CMR,SGSOC- HERAKLES,,,,,1081.02
6253,CMR,SGSOC- HERAKLES,,,,,1085.53
6254,CMR,SGSOC- HERAKLES,,,,,826.428
6255,CMR,SGSOC- HERAKLES,,,,,2453.16
6256,CMR,SGSOC- HERAKLES,,,,,345.545
6257,CMR,SGSOC- HERAKLES,,,,,3397.33
6258,CMR,SGSOC- HERAKLES,,,,,484.132
6259,CMR,SGSOC- HERAKLES,,,,,736.474
6260,CMR,SGSOC- HERAKLES,,,,,745.026
6261,CMR,SGSOC- HERAKLES,,,,,202.34
6262,CMR,SGSOC- HERAKLES,,,,,647.374
6263,CMR,SGSOC- HERAKLES,,,,,420.981
6264,CMR,SGSOC- HERAKLES,,,,,364.822
6265,CMR,SGSOC- HERAKLES,,,,,281.074
6266,CMR,SGSOC- HERAKLES,,,,,279.26
6267,CMR,SGSOC- HERAKLES,,,,,1085.53
6268,CMR,SGSOC- HERAKLES,,,,,203.783
6269,CMR,SGSOC- HERAKLES,,,,,1497.54
6270,CMR,SGSOC- HERAKLES,,,,,1081.02
6271,CMR,SGSOC- HERAKLES,,,,,1085.53
6272,CMR,SGSOC- HERAKLES,,,,,494.622
6273,CMR,SGSOC- HERAKLES,,,,,500.722
6274,CMR,SGSOC- HERAKLES,,,,,185.22
6275,CMR,SGSOC- HERAKLES,,,,,326.862
6276,COG,Palmeraie,,,,,19949.5*
6277,COG,Palmeraie,,,,,5678.46*
6278,COG,Palmeraie,,,,,11111.7*
6279,COG,Plantation sylvicole,,,,,1518.89*
6280,COG,Plantation sylvicole,,,,,90426.4*
6281,COG,GR,,,,,5.49158*
6282,COG,Plantation d'eucalyptus,,,,,464.200*
6283,COG,Projet palmeraie,,,,,133512.*
6284,COG,Projet palmeraie,,,,,71774.8*
6285,COG,Projet Palmeraie ATAMA Plantation,,,,,189765.*
6286,COG,Zone à défricher ATAMA,,,,,4331.17*
6287,COG,Zone à défricher ATAMA,,,,,7282.93*
6288,COG,Projet Palm ATAMA Plantation,,,,,6.66046*
6289,COG,Projet Palm ATAMA Plantation,,,,,0.20249*
6290,COG,Projet Palm ATAMA Plantation,,,,,1.88302*
6291,IDN,PT. Swakarsa Sinar Sentosa,PT. Swakarsa Sinar Sentosa,Sinar Mas,,68,16894
6292,IDN,PT. Setiau Farm,PT. Setiau Farm,No group,,99,94
6293,IDN,PT. Sena Bangun Aneka Pertiwi,PT. Sena Bangun Aneka Pertiwi,No group,,99,20552
6294,IDN,PT. Rambay Panji Bersama Jaya,PT. Rambay Panji Bersama Jaya,No group,,99,8134
6295,IDN,PT. Prima Bahagia Permai,PT. Prima Bahagia Permai,No group,,99,2094
6296,IDN,PT. Pipit Ersindo Quarry,PT. Pipit Ersindo Quarry,No group,,99,777
6297,IDN,PT. Mandu Palma Lestari,PT. Mandu Palma Lestari,No group,,99,7325
6298,IDN,PT. Karya Pertama Muda Jaya,PT. Karya Pertama Muda Jaya,No group,,99,6631
6299,IDN,PT. Karya Nusa Eka Daya 1,PT. Karya Nusa Eka Daya,Astra International,Astra Agro Lestari,5,15033
6300,IDN,PT. Bulungan Hijau Perkasa,PT. Bulungan Hijau Perkasa,No group,,99,4440
6301,IDN,PT. Buana Wira Subur Sakti 1,PT. Buana Wira Subur Sakti,No group,,99,991
6302,IDN,PT. Borneo Indah Marjaya,PT. Borneo Indah Marjaya,Astra International,Astra Agro Lestari,5,19455
6303,IDN,PT. Triteknik Kalimantan Abadi,PT. Triteknik Kalimantan Abadi,No group,,99,5170
6304,IDN,PT. Sebuku Mandiri Perkasa,PT. Sebuku Mandiri Perkasa,No group,,99,9533
6305,IDN,PT. Repenas Bhakti Utama,PT. Repenas Bhakti Utama,No group,,99,22443
6306,IDN,PT. Borneo Bhakti Sejahtera 1,PT. Borneo Bhakti Sejahtera,No group,,99,23989
6307,IDN,PT. Dharma Bhakti Utama,PT. Dharma Bhakti Utama,No group,,99,15038
6308,IDN,PT. Bagong Putra Serasi,PT. Bagong Putra Serasi,No group,,99,4068
6309,IDN,PT. Borneo Agro Sawit,PT. Borneo Agro Sawit,No group,,99,24551
6310,IDN,PT. Kaltim Agro Jaya,PT. Kaltim Agro Jaya,No group,,99,11335
6311,IDN,PT. Palmanusa Adi Kencana,PT. Palmanusa Adi Kencana,No group,,99,12824
6312,IDN,PT. Batuna Negara,PT. Batuna Negara,Kaestindo Group,,34,21296
6313,IDN,KPN Aroma,KPN Aroma,No group,,99,8965
6314,IDN,PT. Bagus Sentosa Gemilang,PT. Bagus Sentosa Gemilang,Kaestindo Group,,34,23095
6315,IDN,PT. Dewi Anthika Bahari,PT. Dewi Anthika Bahari,Kaestindo Group,,34,18986
6316,IDN,PT. Kartika Plantanusa Kencana,PT. Kartika Plantanusa Kencana,No group,,99,22762
6317,IDN,PT. Kartika Indosindonusa,PT. Kartika Indosindonusa,No group,,99,15077
6318,IDN,KPN Bhumi Bhakti,KPN Bhumi Bhakti,No group,,99,1110
6319,IDN,PT. Pratita Laksana Setia,PT. Pratita Laksana Setia,Sinar Mas,,68,9602
6320,IDN,PT. Bulungan Sarana Utama,PT. Bulungan Sarana Utama,Sinar Mas,,68,12411
6321,IDN,PT. Palma Subur Lestari Makmur,PT. Palma Subur Lestari Makmur,No group,,99,19960
6322,IDN,PT. Caraka Embun Permai,PT. Caraka Embun Permai,Kaestindo Group,,34,12335
6323,IDN,Koperasi Telaga Mandiri,Koperasi Telaga Mandiri,No group,,99,2372
6324,IDN,KSU Ingin Maju Bersama,KSU Ingin Maju Bersama,No group,,99,2757
6325,IDN,PT. Manggala Bhakti Nusa,PT. Manggala Bhakti Nusa,No group,,99,14412
6326,IDN,PT. Andhika Sawit Sejahtera,PT. Andhika Sawit Sejahtera,No group,,99,14640
6327,IDN,PT. Sawit Mas Kutai Perdana,PT. Sawit Mas Kutai Perdana,No group,,99,22412
6328,IDN,PT. Triwira Asta Brata,PT. Triwira Asta Brata,No group,,99,8625
6329,IDN,PT. Perkebunan Melak Agro Mandiri,PT. Perkebunan Melak Agro Mandiri,No group,,99,15003
6330,IDN,PT. Borneo Ayu Raja Sakti,PT. Borneo Ayu Raja Sakti,No group,,99,22642
6331,IDN,PT. Alfa Indo Mulia Mandiri,PT. Alfa Indo Mulia Mandiri,No group,,99,20659
6332,IDN,PT. Muara Agro Lestari,PT. Muara Agro Lestari,No group,,99,14840
6333,IDN,PT. Gunung Putih Indah,PT. Gunung Putih Indah,No group,,99,9023
6334,IDN,PT. Anekareksa International Corp.,PT. Anekareksa International Corp.,No group,,99,36689
6335,IDN,PT. Jatitrin Co. Ltd,PT. Jatitrin Co. Ltd,No group,,99,15178
6336,IDN,PT. Kaltim Muara Bhakti,PT. Kaltim Muara Bhakti,No group,,99,8860
6337,IDN,PT. Cahaya Cakra Indo Pacific,PT. Cahaya Cakra Indo Pacific,No group,,99,16811
6338,IDN,PT. Imperindo Hasta Eka,PT. Imperindo Hasta Eka,No group,,99,17697
6339,IDN,PT. Cipta Eka Imperindo,PT. Cipta Eka Imperindo,No group,,99,13139
6340,IDN,Koperasi Sentra Kawula Bangun Insan,Koperasi Sentra Kawula Bangun Insan,No group,,99,11154
6341,IDN,PT. Nunukan Sarana Jaya,PT. Nunukan Sarana Jaya,Sinar Mas,,68,20024
6342,IDN,PT. Aotani Rimbaraya Plantation,PT. Aotani Rimbaraya Plantation,No group,,99,11115
6343,IDN,PT. Tondo Murni Pratama,PT. Tondo Murni Pratama,No group,,99,18758
6344,IDN,PT. Perkebunan Kalimantan Sukses Makmur,PT. Perkebunan Kalimantan Sukses Makmur,No group,,99,18098
6345,IDN,Koperasi Perkebunan Sawit Swadaya,Koperasi Perkebunan Sawit Swadaya,No group,,99,5690
6346,IDN,PT. Berjayaguna Agrijantera,PT. Berjayaguna Agrijantera,No group,,99,10558
6347,IDN,PT. Wana Kaltim Kencana,PT. Wana Kaltim Kencana,No group,,99,14516
6348,IDN,PT. Multi Jayantara Abadi,PT. Multi Jayantara Abadi,No group,,99,8807
6349,IDN,PT. Nadia Humaira,PT. Nadia Humaira,No group,,99,18833
6350,IDN,PT. Nazla Amanda,PT. Nazla Amanda,No group,,99,20375
6351,IDN,PT. Bumi Sawit Sejahtera,PT. Bumi Sawit Sejahtera,No group,,99,20632
6352,IDN,PT. Bulungan Agrojaya,PT. Bulungan Agrojaya,No group,,99,18048
6353,IDN,PT. Berau Perkasa Utama,PT. Berau Perkasa Utama,No group,,99,12231
6354,IDN,PT. Kelawit Wana Lestari,PT. Kelawit Wana Lestari,No group,,99,23414
6355,IDN,PT. Witkaltimdo Prima,PT. Witkaltimdo Prima,No group,,99,30214
6356,IDN,PT. Indona Sawit Permai,PT. Indona Sawit Permai,No group,,99,17476
6357,IDN,PT. Bulungan Agro Perkasa,PT. Bulungan Agro Perkasa,No group,,99,13978
6358,IDN,PT. Malinau Agro Sejahtera,PT. Malinau Agro Sejahtera,No group,,99,9033
6359,IDN,PT. Teras Cakra Perdana,PT. Teras Cakra Perdana,No group,,99,20039
6360,IDN,PT. Repindo Jaya Sawit Sejati,PT. Repindo Jaya Sawit Sejati,No group,,99,16471
6361,IDN,PT. Berau Perkasa Mandiri,PT. Berau Perkasa Mandiri,No group,,99,12023
6362,IDN,Koperasi Maju Karya Lestari,Koperasi Maju Karya Lestari,No group,,99,3304
6363,IDN,PT. Palmasarie Agrodana,PT. Palmasarie Agrodana,No group,,99,6208
6364,IDN,PT. Sebuku Sawit Perkasa,PT. Sebuku Sawit Perkasa,No group,,99,12248
6365,IDN,PT. Marsam Citra Adiperkasa 1,PT. Marsam Citra Adiperkasa,Surya Dumai Group,,94,21602
6366,IDN,PT. Dharma Inti Sawit Nugraha,PT. Dharma Inti Sawit Nugraha,No group,,99,9817
6367,IDN,PT. Dharma Agrotama Nusantara,PT. Dharma Agrotama Nusantara,No group,,99,10062
6368,IDN,PT. Kartika Propitaganda,PT. Kartika Propitaganda,No group,,99,10026
6369,IDN,PT. Cahaya Indo Kencana,PT. Cahaya Indo Kencana,No group,,99,18171
6370,IDN,PT. Wira Bhakti Nusa,PT. Wira Bhakti Nusa,No group,,99,14471
6371,IDN,PT. Sukses Tani Nusa Subur,PT. Sukses Tani Nusa Subur,Astra International,,5,9906
6372,IDN,PT. Pradiksi Gunatama,PT. Pradiksi Gunatama,No group,,99,18704
6373,IDN,PT. Kutai Agro Jaya 1,PT. Kutai Agro Jaya,No group,,99,9948
6374,IDN,KUD Sejahtera Permai,KUD Sejahtera Permai,No group,,99,3549
6375,IDN,KSU Daya Kaltim Abadi,KSU Daya Kaltim Abadi,No group,,99,8990
6376,IDN,KUD Mahakam Jaya,KUD Mahakam Jaya,No group,,99,2830
6377,IDN,PT. Telen,PT. Telen,No group,,99,6603
6378,IDN,PT. Teguh Swakarsa Sejahtera,PT. Teguh Swakarsa Sejahtera,No group,,99,18209
6379,IDN,PT. Waru Kaltim Plantation,PT. Waru Kaltim Plantation,Astra International,,5,8359
6380,IDN,PT. Dewata Sawit Nusantara,PT. Dewata Sawit Nusantara,No group,,99,9256
6381,IDN,PTPN XIII 1,PTPN XIII,Perkebunan Nusantara,,51,7812
6382,IDN,PTPN XIII 2,PTPN XIII,Perkebunan Nusantara,,51,2338
6383,IDN,PT. London Sumatera Internasional Tbk 1,PT. London Sumatera Internasional Tbk,London Sumatra,,89,8561
6384,IDN,PT. London Sumatera Internasional Tbk 2,PT. London Sumatera Internasional Tbk,London Sumatra,,89,6935
6385,IDN,PT. London Sumatera Internasional Tbk 3,PT. London Sumatera Internasional Tbk,London Sumatra,,89,5370
6386,IDN,PT. Langgeng Muara Makmur 1,PT. Langgeng Muara Makmur,Sime Darby,,66,833
6387,IDN,PT. Tirta Madu Sawit Jaya 1,PT. Tirta Madu Sawit Jaya,No group,,99,5878
6388,IDN,PT. Tirta Madu Sawit Jaya 2,PT. Tirta Madu Sawit Jaya,No group,,99,2111
6389,IDN,PT. Sebatin 1,PT. Sebatin,No group,,99,5738
6390,IDN,PT. Sebatin 2,PT. Sebatin,No group,,99,4643
6391,IDN,PT. Sebatin 3,PT. Sebatin,No group,,99,5389
6392,IDN,PT. Sawit Sukses Sejahtera 1,PT. Sawit Sukses Sejahtera,Sinar Mas,,68,18033
6393,IDN,PT. Sawit Sukses Sejahtera 2,PT. Sawit Sukses Sejahtera,Sinar Mas,,68,2033
6394,IDN,PT. Sawit Sukses Sejahtera 3,PT. Sawit Sukses Sejahtera,Sinar Mas,,68,5028
6395,IDN,PT. Sasana Yudha Bhakti 1,PT. Sasana Yudha Bhakti,No group,,99,5210
6396,IDN,PT. Sasana Yudha Bhakti 2,PT. Sasana Yudha Bhakti,No group,,99,4779
6397,IDN,PT. Rea Kaltim Plantation 1,PT. Rea Kaltim Plantation,Kebun Kutai Permai,,35,4540
6398,IDN,PT. Rea Kaltim Plantation 2,PT. Rea Kaltim Plantation,Kebun Kutai Permai,,35,13622
6399,IDN,PT. Rea Kaltim Plantation 3,PT. Rea Kaltim Plantation,Kebun Kutai Permai,,35,2954
6400,IDN,PT. Prasetia Utama 1,PT. Prasetia Utama,No group,,99,9099
6401,IDN,PT. Prasetia Utama 2,PT. Prasetia Utama,No group,,99,173
6402,IDN,PT. Nunukan Jaya Lestari,PT. Nunukan Jaya Lestari,No group,,99,5942
6403,IDN,PT. Matra Sawit Sarana Sejahtera 1,PT. Matra Sawit Sarana Sejahtera,Sinar Mas,,68,7072
6404,IDN,PT. Matra Sawit Sarana Sejahtera 2,PT. Matra Sawit Sarana Sejahtera,Sinar Mas,,68,4431
6405,IDN,PT. Karangjoang Hijau Lestari 1,PT. Karangjoang Hijau Lestari,No group,,99,3616
6406,IDN,PT. Karangjoang Hijau Lestari 2,PT. Karangjoang Hijau Lestari,No group,,99,5860
6407,IDN,PT. Karangjoang Hijau Lestari 3,PT. Karangjoang Hijau Lestari,No group,,99,9857
6408,IDN,PT. Jabontara Eka Karsa 1,PT. Jabontara Eka Karsa,No group,,99,14021
6409,IDN,PT. Jabontara Eka Karsa 2,PT. Jabontara Eka Karsa,No group,,99,40162
6410,IDN,PT. Indo Karya Sakti 1,PT. Indo Karya Sakti,Indo Karya,,28,2854
6411,IDN,PT. Indo Karya Sakti 2,PT. Indo Karya Sakti,Indo Karya,,28,2145
6412,IDN,PT. Gelora Mahapala 1,PT. Gelora Mahapala,Napan and Risjadson,,49,14369
6413,IDN,PT. Gelora Mahapala 2,PT. Gelora Mahapala,Napan and Risjadson,,49,3045
6414,IDN,PT. Borneo Indo Subur 1,PT. Borneo Indo Subur,Indo Karya,,28,1283
6415,IDN,PT. Borneo Indo Subur 2,PT. Borneo Indo Subur,Indo Karya,,28,5459
6416,IDN,PT. Bhumi Simenggaris Indah 1,PT. Bhumi Simenggaris Indah,No group,,99,13642
6417,IDN,PT. Bhumi Simenggaris Indah 2,PT. Bhumi Simenggaris Indah,No group,,99,33207
6418,IDN,PT. Bina Prakarsa Makmur Bersama 1,PT. Bina Prakarsa Makmur Bersama,No group,,99,4759
6419,IDN,PT. Bina Prakarsa Makmur Bersama 2,PT. Bina Prakarsa Makmur Bersama,No group,,99,11794
6420,IDN,PT. Nusa Bangun Sejahtera 1,PT. Nusa Bangun Sejahtera,No group,,99,5029
6421,IDN,PT. Nusa Bangun Sejahtera 2,PT. Nusa Bangun Sejahtera,No group,,99,8081
6422,IDN,PT. Basuimex 1,PT. Basuimex,No group,,99,4955
6423,IDN,PT. Basuimex 2,PT. Basuimex,No group,,99,9562
6424,IDN,PT. Basuimex 3,PT. Basuimex,No group,,99,3404
6425,IDN,PT. Comismar Wanamaja Agro 1,PT. Comismar Wanamaja Agro,Wanamaja Adhitama,,76,8179
6426,IDN,PT. Comismar Wanamaja Agro 2,PT. Comismar Wanamaja Agro,Wanamaja Adhitama,,76,9519
6427,IDN,PT. Kaltim Andalan Sentosa,PT. Kaltim Andalan Sentosa,No group,,99,16299
6428,IDN,PT. Agro Sawit Sejahtera 1,PT. Agro Sawit Sejahtera,No group,,99,10228
6429,IDN,PT. Agro Sawit Sejahtera 2,PT. Agro Sawit Sejahtera,No group,,99,5227
6430,IDN,PT. CIPTA CAKRA MURDAYA 1,PT. CIPTA CAKRA MURDAYA,Berca Group,,8,6919
6431,IDN,PT. CIPTA CAKRA MURDAYA 2,PT. CIPTA CAKRA MURDAYA,Berca Group,,8,29361
6432,IDN,PT. Agrotimur Karyagraha 1,PT. Agrotimur Karyagraha,No group,,99,7120
6433,IDN,PT. Agrotimur Karyagraha 2,PT. Agrotimur Karyagraha,No group,,99,5187
6434,IDN,PT. Long Bawan Sumber Rejeki 1,PT. Long Bawan Sumber Rejeki,No group,,99,2853
6435,IDN,PT. Long Bawan Sumber Rejeki 2,PT. Long Bawan Sumber Rejeki,No group,,99,14220
6436,IDN,PT. Batu Sempit Sawit Indonesia 1,PT. Batu Sempit Sawit Indonesia,No group,,99,4005
6437,IDN,PT. Batu Sempit Sawit Indonesia 2,PT. Batu Sempit Sawit Indonesia,No group,,99,6500
6438,IDN,PT. Bharata Kaltim Kencana 1,PT. Bharata Kaltim Kencana,No group,,99,4242
6439,IDN,PT. Bharata Kaltim Kencana 2,PT. Bharata Kaltim Kencana,No group,,99,7507
6440,IDN,PT. Uni Andalan Utama 1,PT. Uni Andalan Utama,No group,,99,10203
6441,IDN,PT. Uni Andalan Utama 2,PT. Uni Andalan Utama,No group,,99,3679
6442,IDN,PT. Sangata Andalan Utama 1,PT. Sangata Andalan Utama,Sinar Mas,,68,1976
6443,IDN,PT. Sangata Andalan Utama 2,PT. Sangata Andalan Utama,Sinar Mas,,68,6166
6444,IDN,PT. Sangata Andalan Utama 3,PT. Sangata Andalan Utama,Sinar Mas,,68,2490
6445,IDN,PT. Benowen Sumber Makmur 1,PT. Benowen Sumber Makmur,No group,,99,2943
6446,IDN,PT. Benowen Sumber Makmur 2,PT. Benowen Sumber Makmur,No group,,99,9354
6447,IDN,PT. Benowen Sumber Makmur 3,PT. Benowen Sumber Makmur,No group,,99,4017
6448,IDN,PT. Wana Bumi Sanggam 1,PT. Wana Bumi Sanggam,No group,,99,5453
6449,IDN,PT. Wana Bumi Sanggam 2,PT. Wana Bumi Sanggam,No group,,99,6286
6450,IDN,PT. Multi Wira Agung 1,PT. Multi Wira Agung,No group,,99,7524
6451,IDN,PT. Multi Wira Agung 2,PT. Multi Wira Agung,No group,,99,4330
6452,IDN,PT. Enggang Kencana Sakti 1,PT. Enggang Kencana Sakti,No group,,99,7775
6453,IDN,PT. Borneo Jaya Lestari 1,PT. Borneo Jaya Lestari,No group,,99,13086
6454,IDN,PT. Borneo Jaya Lestari 2,PT. Borneo Jaya Lestari,No group,,99,4170
6455,IDN,PT. Borneo Agro Subur 1,PT. Borneo Agro Subur,No group,,99,2295
6456,IDN,PT. Borneo Agro Subur 2,PT. Borneo Agro Subur,No group,,99,1780
6457,IDN,PT. Hari Baik Perkebunan 1,PT. Hari Baik Perkebunan,No group,,99,3620
6458,IDN,PT. Hari Baik Perkebunan 2,PT. Hari Baik Perkebunan,No group,,99,9821
6459,IDN,PT. Manggala Dharma Putra 1,PT. Manggala Dharma Putra,No group,,99,6110
6460,IDN,PT. Manggala Dharma Putra 2,PT. Manggala Dharma Putra,No group,,99,2144
6461,IDN,PT. Manggala Dharma Putra 3,PT. Manggala Dharma Putra,No group,,99,5321
6462,IDN,PT. Repenas Andalan Kaltim 1,PT. Repenas Andalan Kaltim,No group,,99,23373
6463,IDN,PT. Repenas Andalan Kaltim 2,PT. Repenas Andalan Kaltim,No group,,99,9687
6464,IDN,PT. Kaltim Bhakti Sejahtera 1,PT. Kaltim Bhakti Sejahtera,No group,,99,8340
6465,IDN,PT. Kaltim Bhakti Sejahtera 2,PT. Kaltim Bhakti Sejahtera,No group,,99,9573
6466,IDN,PT. Astri Adikanta 1,PT. Astri Adikanta,No group,,99,3933
6467,IDN,PT. Astri Adikanta 2,PT. Astri Adikanta,No group,,99,17811
6468,IDN,PT. Kebun Sawit Sukses 1,PT. Kebun Sawit Sukses,No group,,99,9987
6469,IDN,PT. Kebun Sawit Sukses 2,PT. Kebun Sawit Sukses,No group,,99,2423
6470,IDN,PT. Berau Bukit Gemilang 1,PT. Berau Bukit Gemilang,No group,,99,4283
6471,IDN,PT. Berau Bukit Gemilang 2,PT. Berau Bukit Gemilang,No group,,99,8216
6472,IDN,PT. Mega Benua Utama 1,PT. Mega Benua Utama,No group,,99,3223
6473,IDN,PT. Mega Benua Utama 2,PT. Mega Benua Utama,No group,,99,15281
6474,IDN,PT. Wara Nusantara 1,PT. Wara Nusantara,No group,,99,7426
6475,IDN,PT. Wara Nusantara 2,PT. Wara Nusantara,No group,,99,16058
6476,IDN,KUD Restu Bersama 1,KUD Restu Bersama,No group,,99,3254
6477,IDN,KUD Restu Bersama 2,KUD Restu Bersama,No group,,99,405
6478,IDN,KPN Untung Langgong 1,KPN Untung Langgong,No group,,99,3697
6479,IDN,KPN Untung Langgong 2,KPN Untung Langgong,No group,,99,2859
6480,IDN,PT. Rea Kaltim Plantation 4,PT. Rea Kaltim Plantation,Kebun Kutai Permai,,35,4819
6481,IDN,PT. Rea Kaltim Plantation 5,PT. Rea Kaltim Plantation,Kebun Kutai Permai,,35,4523
6482,IDN,PT. Tunas Muda Bhumi Sakti,PT. Tunas Muda Bhumi Sakti,No group,,99,13535
6483,IDN,PT. Sasana Yudha Bhakti 3,PT. Sasana Yudha Bhakti,No group,,99,15630
6484,IDN,PT. Perkasa Gunung Serasi,PT. Perkasa Gunung Serasi,No group,,99,12007
6485,IDN,PT. Karya Nusa Eka Raya 3,PT. Karya Nusa Eka Raya,Astra International,Astra Agro Lestari,5,4875
6486,IDN,PT. Sangata Andalan Utama 4,PT. Sangata Andalan Utama,Sinar Mas,,68,68605
6487,IDN,PT. Teras Nusantara,PT. Teras Nusantara,No group,,99,15941
6488,IDN,PT. Pratama Selaras Perkasa,PT. Pratama Selaras Perkasa,No group,,99,1064
6489,IDN,PT. Enggang Kencana Sakti 2,PT. Enggang Kencana Sakti,No group,,99,1494
6490,IDN,PT. Enggang Kencana Sakti 3,PT. Enggang Kencana Sakti,No group,,99,3926
6491,IDN,PT. Hanurata Co.Ltd,PT. Hanurata Co.Ltd,No group,,99,15629
6492,IDN,PT. Tapian Nadenggan 1,PT. Tapian Nadenggan,Sinar Mas,,68,2491
6493,IDN,PT. Kaltim Bangun Jaya 1,PT. Kaltim Bangun Jaya,No group,,99,2730
6494,IDN,PT. Kaltim Bangun Jaya 2,PT. Kaltim Bangun Jaya,No group,,99,5519
6495,IDN,PT. Kaltim Bangun Jaya 3,PT. Kaltim Bangun Jaya,No group,,99,652
6496,IDN,PT. Kaltim Bangun Jaya 4,PT. Kaltim Bangun Jaya,No group,,99,3840
6497,IDN,PT. Agro Indomas-EK 1,PT. Agro Indomas-EK,Agro Group,,81,3991
6498,IDN,PT. Agro Indomas-EK 2,PT. Agro Indomas-EK,Agro Group,,81,566
6499,IDN,PT. Agro Indomas-EK 3,PT. Agro Indomas-EK,Agro Group,,81,1368
6500,IDN,KELOMPOK TANI HIKMAH,KELOMPOK TANI HIKMAH,No group,,99,207
6501,IDN,PT. BINTANG JAYA INTER CAKRAWALA,PT. BINTANG JAYA INTER CAKRAWALA,No group,,99,780
6502,IDN,PT. TIRTA KENCANA KREASIMAS 1,PT. TIRTA KENCANA KREASIMAS,No group,,99,5848
6503,IDN,PT. KAYAN RIVER TIMBER PRODUCTS,PT. KAYAN RIVER TIMBER PRODUCTS,No group,,99,5685
6504,IDN,PT. MAUDY PESTHIKA,PT. MAUDY PESTHIKA,No group,,99,5845
6505,IDN,PT. SIGMA LUHUR INDAH,PT. SIGMA LUHUR INDAH,No group,,99,24957
6506,IDN,DITJEN PERIKANAN 1,DITJEN PERIKANAN,No group,,99,316
6507,IDN,DITJEN PERIKANAN 2,DITJEN PERIKANAN,No group,,99,313
6508,IDN,PT. PALMAKHARISMA SEKAWAN 1,PT. PALMAKHARISMA SEKAWAN,No group,,99,15929
6509,IDN,PT. Kebun Ganda Prima 1,PT. Kebun Ganda Prima,No group,,99,10100
6510,IDN,PT. AGRO CITY KALTIM 1,PT. AGRO CITY KALTIM,No group,,99,19293
6511,IDN,PT. SIMA AGUNG 1,PT. SIMA AGUNG,No group,,99,8907
6512,IDN,PT. INDONESIA AGRO SILVASANA,PT. INDONESIA AGRO SILVASANA,No group,,99,7489
6513,IDN,PT. JAMETRO MULTI WOOD,PT. JAMETRO MULTI WOOD,No group,,99,9910
6514,IDN,PT. USAKA INDAH,PT. USAKA INDAH,No group,,99,5119
6515,IDN,PT. AGROTAMA SINAR PARAMITA,PT. AGROTAMA SINAR PARAMITA,No group,,99,4717
6516,IDN,PT. TANAH TUNJUNG PLATEU 1,PT. TANAH TUNJUNG PLATEU,No group,,99,10004
6517,IDN,PT. ADI HARDIAN BERSAUDARA,PT. ADI HARDIAN BERSAUDARA,No group,,99,5481
