objectid,country,name,company,group_comp,subgroup,groupid,area_ha
8139,Papua New Guinea,MBE,Milne Bay Estates Litd,NBPOL,,,9228
8140,Papua New Guinea,HOP,Higaturu Oil Palm Ltd,NBPOL,,,9228
8141,Solomon Islands,GPPOL,Guadalcanal Plains Palm Oil Ltd,NBPOL,,,6283
8142,IDN,,,,,,136154
8143,IDN,Cakra,PT. REA Kaltim Plantations,,Rea Holding Plc.,,5810.87925512
8144,IDN,Long Mesangat,PT. Cipta Davia Mandiri,,Rea Holding Plc.,,9803.63813625
8145,IDN,"Perdana, Sentekan & Lestari",PT. REA Kaltim Plantations,,Rea Holding Plc.,,13546.1894459
8146,IDN,Tepian,PT. Sasana Yudha Bhakti,,Rea Holding Plc.,,4540.86582583
8147,IDN,Damai & Berkat,PT. REA Kaltim Plantations,,Rea Holding Plc.,,11525.2669222
8148,IDN,Kedaron,PT. Kutai Mitra Sejahtera,,Rea Holding Plc.,,7321.15497242
8149,IDN,Satria,PT. Sasana Yudha Bhakti,,Rea Holding Plc.,,2425.7317347
8150,IDN,Satria,PT. Sasana Yudha Bhakti,,Rea Holding Plc.,,963.49558657
8151,IDN,PBJ1,PT. Putra Bongan Jaya,,Rea Holding Plc.,,11835.0969745
8152,MYS,Samling Reforestation (Bintulu) SB,Samling,,,,0
8153,MYS,Samling Belaga,Samling,,,,0
8154,MYS,Samling,Samling,,,,0
8155,MYS,Tamar Holding,Samling,,,,0
8156,MYS,Woodijaya SB (Lot 1200),Rimbunan Hijau,,,,2819
8157,MYS,Woodijaya SB (Lot 197),Rimbunan Hijau,,,,2181
8158,MYS,OT/9156 Lumiera Enterprise SB,Rimbunan Hijau,,,,6071
8159,MYS,Bok Land,Rimbunan Hijau,,,,0
8160,MYS,OT/9128 Pelita Holdings SB - PJP Pelita Long Ekang OPP,Rimbunan Hijau,,,,0
8161,MYS,OT/9078 - Lubuk Tiara SB,Rimbunan Hijau,,,,6217
8162,MYS,Jayamax SB - Part 1,Rimbunan Hijau,,,,4959
8163,MYS,Timrest SB - Part 1,Rimbunan Hijau,,,,7491
8164,MYS,Timrest SB - Part 2,Rimbunan Hijau,,,,0
8165,MYS,Timrest SB - Part 3,Rimbunan Hijau,,,,0
8166,MYS,PJP PELITA Selangau,Rimbunan Hijau,,,,5000
8167,MYS,Nescaya Palma,Rimbunan Hijau,,,,4100
8168,MYS,OT/9124 Pelita Holdings SB - PJP Pelita Ulu Teru OPP,Rimbunan Hijau,,,,7900
8169,MYS,Baram Trading SB (Tabib & Temala OPE),Rimbunan Hijau,,,,3987
8170,MYS,Novel Pac Puncak Dana,Rimbunan Hijau,,,,4625
8171,MYS,POH ZHEN,Rimbunan Hijau,,,,5000
8172,MYS,HARIYAMA (Majestic Vest SB),Rimbunan Hijau,,,,10600
8173,MYS,Eastern EDEN,Rimbunan Hijau,,,,10000
8174,MYS,Wealthhouses,Rimbunan Hijau,,,,6000
8175,MYS,Semilijau OP Plantation (Jaya Tiasa),Rimbunan Hijau,,,,5003
8176,MYS,Palmlyn,Rimbunan Hijau,,,,5000
8177,MYS,Tajang Laing OPP,WTK,,,,0
8178,MYS,Suajaya Mahir,WTK,,,,0
8179,MYS,Southwind,WTK,,,,0
8180,MYS,Imbok Enterprise,WTK,,,,0
8181,MYS,Shin Yang OPP,Shin Yang,,,,0
8182,MYS,Jati Vista,Shin Yang,,,,0
8183,MYS,OT/4377 Danum Jaya SB (Danum Sinar OPP),Shin Yang,,,,0
8184,MYS,"Metalon OP Estate (SY) (Linau SInar SB, Lot 2, Danum LD)",Shin Yang,,,,0
8185,MYS,Keneban OP Estate (SY) (Selangau Plantation SB Lot 1 Murum LD),Shin Yang,,,,0
8186,MYS,"Dataran Seping Adam OP Estate (Lot 3, Blk 14, Danum LD) (SY)",Shin Yang,,,,0
8187,MYS,Dataran Linau OP (SY) (Lot 1 Block 14 Murum LD),Shin Yang,,,,0
8188,MYS,Danum Sinar OP SB (Block B&D),Shin Yang,,,,0
8189,MYS,Danum Sinar OP SB (Block C),Shin Yang,,,,0
8190,MYS,Danum Sinar OP SB (Block A),Shin Yang,,,,0
8191,MYS,OT/9142 Shin Yang Oil Palm (Niah) SB (SOP Tinbarap),Shin Yang,,,,0
8192,MYS,Untitled Polygon (Zumida - Ta Ann?),Ta Ann,,,,0
8193,MYS,TA ANN (?) - Fame Majestic SB,Ta Ann,,,,0
8194,MYS,Multi Maximum -Daro,Ta Ann,,,,0
8195,MYS,Bintulu Lumber Development,KTS,,,,0
8196,MYS,Gayanis,KTS,,,,0
8197,MYS,Wawasan Sedar Sdn Bhd,KTS,,,,0
8198,MYS,KTS,KTS,,,,0
8199,MYS,KTS Agriculture Development SB,KTS,,,,0
8200,MYS,Limba Jaya-Limbang,Lee Ling,,,,0
8201,MYS,OT/9135 Hazelland SB,Other / Unknown,,,,0
8202,MYS,OT/9134 Merak Murni SB,Other / Unknown,,,,0
8203,MYS,OT/9109 Linau Mewah SB,Other / Unknown,,,,0
8204,MYS,OT/0351 Empresa (M) SB,Other / Unknown,,,,0
8205,MYS,OT/9143 Sinu Plantation SB,Other / Unknown,,,,0
8206,MYS,OT/9136 Pelita Holdings SB / LCDA (Lot 2),Other / Unknown,,,,0
8207,MYS,OT/9123 PELITA Holdings SB,Other / Unknown,,,,0
8208,MYS,OT/9139 Pelita Holdings SB / LCDA,Other / Unknown,,,,0
8209,MYS,OT/9137 Pelita Holdings SB / LCDA,Other / Unknown,,,,0
8210,MYS,OT/9152 Eastbourne Properties SB (Genkai),Other / Unknown,,,,0
8211,MYS,OT/9101 Ezina SB (Yayasan Melaka Incosetia),Other / Unknown,,,,0
8212,MYS,OT/9111 Ezina SB (KSM OPP),Other / Unknown,,,,0
8213,MYS,OT/9063 Semaring Enterprise SB,Other / Unknown,,,,0
8214,MYS,Telliana Enterprise SB,Other / Unknown,,,,0
8215,MYS,Origrow Venture SB,Other / Unknown,,,,0
8216,MYS,Plus Sunbest SB,Other / Unknown,,,,0
8217,MYS,Titanium Management SB - Part 1,Other / Unknown,,,,0
8218,MYS,Yasita SB (Lot 74),Other / Unknown,,,,0
8219,MYS,Greenwood Estate SB,Other / Unknown,,,,0
8220,MYS,Naim Cendera Tiga SB,Other / Unknown,,,,0
8221,MYS,Daharta SB,Other / Unknown,,,,0
8222,MYS,Cambridge Alliance SB,Other / Unknown,,,,0
8223,MYS,Forescom Sarawak SB,Other / Unknown,,,,0
8224,MYS,San Chung SB,Other / Unknown,,,,0
8225,MYS,Yayasan Sarawak SB,Other / Unknown,,,,0
8226,MYS,Baram SB,Other / Unknown,,,,0
8227,MYS,Alto SB,Other / Unknown,,,,0
8228,MYS,Sarawak Plantation Agriculture Dev. SB,Other / Unknown,,,,0
8229,MYS,Bahtera SB,Other / Unknown,,,,0
8230,MYS,Binu Plantation SB,Other / Unknown,,,,0
8231,MYS,Kina Juara SB,Other / Unknown,,,,0
8232,MYS,LCDA,Other / Unknown,,,,0
8233,MYS,Titanium Management SB - Part 2,Other / Unknown,,,,0
8234,MYS,Amgreen Gain SB (Lot 1204 Puyut LD),Other / Unknown,,,,0
8235,MYS,Telliana Enterprise SB (Lot 1209 Puyut LD),Other / Unknown,,,,0
8236,MYS,Telliana Plantation SB (Lot 1213 Puyut LD),Other / Unknown,,,,0
8237,MYS,Lot 4 (LCDA),Other / Unknown,,,,0
8238,MYS,Magna Wide SB,Other / Unknown,,,,0
8239,MYS,BJ Corporation SB,Other / Unknown,,,,0
8240,MYS,SOP Tinbarap,Sarawak Oil Palms,,,,0
8241,MYS,Taniku SOP,Sarawak Oil Palms,,,,0
8242,MYS,SOP Sebungan,Sarawak Oil Palms,,,,0
8243,MYS,SOP Kuala Tatau,Sarawak Oil Palms,,,,0
8244,MYS,SOP Balingian,Sarawak Oil Palms,,,,0
8245,MYS,layang estate,Sime Darby,,,,0
8246,MYS,Rajawali,Sime Darby,,,,0
8247,MYS,Derawan,Sime Darby,,,,0
8248,MYS,Kwantas,Kwantas,,,,0
8249,MYS,Kwantas,Kwantas,,,,0
8250,MYS,Kwantas PELITA,Kwantas,,,,0
8251,MYS,Miracle Harvest,Kwantas,,,,0
8252,MYS,Kwantas PELITA,Kwantas,,,,0
8253,MYS,Miracle Harvest,Kwantas,,,,0
8254,MYS,Miracle Harvest,Kwantas,,,,0
8255,MYS,Miracle Harvest,Kwantas,,,,0
8256,MYS,Miracle Harvest,Kwantas,,,,0
8257,MYS,Miracle Harvest,Kwantas,,,,0
8258,MYS,Rinwood Pelita concession boundary,IOI,,,,0
8259,MYS,Boustead OP,Boustead,,,,0
8260,MYS,Boustead OP,Boustead,,,,0
8261,MYS,Boustead Kelimut OP,Boustead,,,,0
8262,MYS,Boustead Mapai OP,Boustead,,,,0
8263,MYS,Boustead Bawan OP,Boustead,,,,0
8264,MYS,Boustead Jih OP,Boustead,,,,0
8265,MYS,Sg Lelak oil palm estate,Boustead,,,,0
8266,MYS,Bukit Limau oil palm estate,Boustead,,,,0
8267,MYS,Loagan Bunut oil palm estate,Boustead,,,,0
8268,MYS,Melor Gemilang,Tradewinds,,,,0
8269,MYS,Trusan,Tradewinds,,,,0
8270,MYS,Suai,Tradewinds,,,,0
8271,MYS,Merapok,Tradewinds,,,,0
8272,MYS,Trusan,Tradewinds,,,,0
8273,MYS,Saremas II (Kaminsky),Wilmar,,,,0
8274,MYS,Suburmas,Wilmar,,,,0
8275,MYS,Segarmas,Wilmar,,,,0
8276,MYS,Suai,Tradewinds,,,,0
8277,MYS,Saremas I,Wilmar,,,,0
8278,MYS,Ladang Tabung Haji,THP Oil Palm,,,,0
8279,MYS,PO Block C,THP Oil Palm,,,,0
8280,MYS,PO Block D and E,THP Oil Palm,,,,0
8281,MYS,PO Block F,THP Oil Palm,,,,0
8282,MYS,PO Block G,THP Oil Palm,,,,0
8283,MYS,PO Block H,THP Oil Palm,,,,0
8284,MYS,PO Block B,THP Oil Palm,,,,0
8285,MYS,PO block A,THP Oil Palm,,,,0
8286,MYS,Kenyalang Resource II,THP Oil Palm,,,,0
8287,MYS,Kenyalang Resource 1,THP Oil Palm,,,,0
8288,MYS,Sebubu Sdn Bhd,Other / Unknown,,,,0
8289,MYS,Usaha Sepada Sdn Bhd,Other / Unknown,,,,0
8290,MYS,Untitled Polygon,Other / Unknown,,,,0
8291,MYS,Untitled Polygon,Other / Unknown,,,,0
8292,MYS,Untitled Polygon,Other / Unknown,,,,0
8293,MYS,Untitled Polygon,Other / Unknown,,,,0
8294,MYS,Sg Pandan OPP,Other / Unknown,,,,0
8295,MYS,Untitled Polygon,Other / Unknown,,,,0
8296,MYS,Untitled Polygon,Other / Unknown,,,,0
8297,MYS,PELITA ilham,Other / Unknown,,,,0
8298,MYS,Tawakal Megah,Other / Unknown,,,,0
8299,MYS,Victoria Square Engkilo I,Other / Unknown,,,,0
8300,MYS,PELITANAH,Other / Unknown,,,,0
8301,MYS,Utahol OPP,Other / Unknown,,,,0
8302,MYS,PELITA MATU (Senandung Mesyhur SB),Other / Unknown,,,,0
8303,MYS,BLD,Other / Unknown,,,,0
8304,MYS,Hua Seng Plantation Sdn Bhd,Other / Unknown,,,,0
8305,MYS,Retus Plantation 1,Other / Unknown,,,,0
8306,MYS,Retus Plantation II,Other / Unknown,,,,0
8307,MYS,Retus Plantation III,Other / Unknown,,,,0
8308,MYS,Lemasan Sdn Bhd,Other / Unknown,,,,0
8309,MYS,Ekran Plantation,Other / Unknown,,,,0
8310,MYS,PELITA DARO,Other / Unknown,,,,0
8311,MYS,Jobenar Raya,Other / Unknown,,,,0
8312,MYS,KUB Sepadu,Other / Unknown,,,,0
8313,MYS,Sarawak Enterprise (Solid OPP),Other / Unknown,,,,0
8314,MYS,Permodalan Asar,Other / Unknown,,,,0
8315,MYS,SOLAR Green,Other / Unknown,,,,0
8316,MYS,Majrani corporation,Other / Unknown,,,,0
8317,MYS,Victoria Square Engkilo II,Other / Unknown,,,,0
8318,MYS,Rinwood Pelita (not IOI),Other / Unknown,,,,0
8319,MYS,Keresa Plantation,Other / Unknown,,,,0
8320,MYS,Lembaga Amanah Majlis Negeri Sarawak,Other / Unknown,,,,0
8321,MYS,Tawakal Sejati,Other / Unknown,,,,0
8322,MYS,Tanjung Tiara,Other / Unknown,,,,0
8323,MYS,southwinds,Other / Unknown,,,,0
8324,MYS,Seatex Development,Other / Unknown,,,,0
8325,MYS,Selangor Estate SOPIC,Other / Unknown,,,,0
8326,MYS,Wangsa Majur,Other / Unknown,,,,0
8327,MYS,FELCRA Balingian,Other / Unknown,,,,0
8328,MYS,Kuraya,Other / Unknown,,,,0
8329,MYS,Espek Mutiara,Other / Unknown,,,,0
8330,MYS,PalmCol,Other / Unknown,,,,0
8331,MYS,Midas Rentak Bedengan,Other / Unknown,,,,0
8332,MYS,Mukah palm industri,Other / Unknown,,,,0
8333,MYS,Golden Start Ace,Other / Unknown,,,,0
8334,MYS,SLDB,Other / Unknown,,,,0
8335,MYS,Empire,Other / Unknown,,,,0
8336,MYS,Rinwood Kenyana,Other / Unknown,,,,0
8337,MYS,SLDB,Other / Unknown,,,,0
8338,MYS,PELITA Sensasi,Other / Unknown,,,,0
8339,MYS,PELITA SPAPA Oya,Other / Unknown,,,,0
8340,MYS,PELITA SPAPA Oya,Other / Unknown,,,,0
8341,MYS,Konawit  block B,Other / Unknown,,,,0
8342,MYS,Konawit block D,Other / Unknown,,,,0
8343,MYS,Proposed Sg Sikat NCR project,Other / Unknown,,,,0
8344,MYS,Proposed Konawit Block A NCR Project,Other / Unknown,,,,0
8345,MYS,Trans Kenyalang,Other / Unknown,,,,0
8346,MYS,Golden Star Ace,Other / Unknown,,,,0
8347,MYS,SLDB,Other / Unknown,,,,0
8348,MYS,Rosebay,Other / Unknown,,,,0
8349,MYS,Rosebay,Other / Unknown,,,,0
8350,MYS,Rosebay Palmcol,Other / Unknown,,,,0
8351,MYS,Daya Khas Pelita,Other / Unknown,,,,0
8352,MYS,Untitled Polygon,Other / Unknown,,,,0
8353,MYS,Untitled Polygon,Other / Unknown,,,,0
8354,MYS,Untitled Polygon,Other / Unknown,,,,0
8355,MYS,Untitled Polygon,Other / Unknown,,,,0
8356,MYS,BPP Pusaka (Hormat Pacific & Budi Nasib OPP,Other / Unknown,,,,0
8357,MYS,BPP Pusaka,Other / Unknown,,,,0
8358,MYS,Untitled Polygon,Other / Unknown,,,,0
8359,MYS,Untitled Polygon,Other / Unknown,,,,0
8360,MYS,Untitled Polygon,Other / Unknown,,,,0
8361,MYS,Untitled Polygon,Other / Unknown,,,,0
8362,MYS,Trans Kenyalang,Other / Unknown,,,,0
8363,MYS,Untitled Polygon,Other / Unknown,,,,0
8364,MYS,Kris Jati and Sadong Plantation,Other / Unknown,,,,0
8365,MYS,Untitled Polygon,Other / Unknown,,,,0
8366,MYS,Untitled Polygon,Other / Unknown,,,,0
8367,MYS,Hydroflow,Other / Unknown,,,,0
8368,MYS,Untitled Polygon,Other / Unknown,,,,0
8369,MYS,Untitled Polygon,Other / Unknown,,,,0
8370,MYS,Untitled Polygon,Other / Unknown,,,,0
8371,MYS,Untitled Polygon,Other / Unknown,,,,0
8372,MYS,Pelita Sago Estate,Other / Unknown,,,,0
8373,MYS,Silas OPP,Other / Unknown,,,,0
8374,MYS,Alma Bumi OPP,Other / Unknown,,,,0
8375,MYS,Genaan OPP,Other / Unknown,,,,0
8376,MYS,Ladang Selezu OPP,Other / Unknown,,,,0
8377,MYS,Adong estate (part of LPF/0004),Samling,,,,4370
8378,MYS,Liku estate (part of LPF/0004),Samling,,,,4390
8379,MYS,Kabala estate (part of LPF/0004),Samling,,,,6570
8380,MYS,Baram estate (part of LPF/0004),Samling,,,,10280
8381,MYS,Lower Rajang OPP 1 (LPF0031 Rejang Height SB),Rimbunan Hijau,,,,16830
8382,MYS,Lower Rajang OPP II (LPF0031 Rejang Height SB),Rimbunan Hijau,,,,0
8383,MYS,Baram estate (LPF/0037),Rimbunan Hijau,,,,34115
8384,MYS,"Loba Kabang OPP (RH Forest Corp, part of LPF/0029)",Rimbunan Hijau,,,,30050
8385,MYS,"Loba Kabang OPP (RH Forest Corp, part of LPF/0029)",Rimbunan Hijau,,,,30050
8386,MYS,"Loba Kabang OPP (RH Forest Corp, part of LPF/0029)",Rimbunan Hijau,,,,30050
8387,MYS,"Saribas estate (RH Forest Corp, part of LPF0034)",Rimbunan Hijau,,,,11450
8388,MYS,"Rimbas Estate (RH Forest Corp, part of LPF0034)",Rimbunan Hijau,,,,0
8389,MYS,Naman (LPF0010),Ta Ann,,,,13145
8390,MYS,LPF/0006 Samling Lana,Samling,,,,81900
8391,MYS,LPF/0007 Jelalong OP (Glenealy) Part 1,Samling,,,,74510
8392,MYS,LPF/0007 Jelalong OP (Glenealy) Part 2,Samling,,,,0
8393,MYS,LPF/0007 Jelalong OP (Glenealy) Part 3,Samling,,,,0
8394,MYS,LPF/0007 Samling Jelalong (OP),Samling,,,,0
8395,MYS,LPF/0009 Woodman (OP) - Tatau Estate,Samling,,,,7450
8396,MYS,LPF/0009 Woodman (OP) - Semanok Estate,Samling,,,,3400
8397,MYS,LPF/0035 (Simunjan OP Plantation),Rimbunan Hijau,,,,15580
8398,MYS,LPF/0018 Shin Yang OP Planting area,Shin Yang,,,,30436
8399,MYS,LPF/0038 Limba Jaya (Part 2),Lee Ling,,,,0
8400,LBR,Sime Darby A,,Sime Darby Plantation (Liberia) Inc.,,,6613
8401,LBR,Sime Darby B,,Sime Darby Plantation (Liberia) Inc.,,,39351
8402,LBR,Sime Darby D,,Sime Darby Plantation (Liberia) Inc.,,,11729
8403,LBR,Sime Darby D,,Sime Darby Plantation (Liberia) Inc.,,,6332
8404,LBR,Sime Darby C,,Sime Darby Plantation (Liberia) Inc.,,,714
8405,LBR,Sime Darby E,,Sime Darby Plantation (Liberia) Inc.,,,60451
8406,LBR,Sime Darby F,,Sime Darby Plantation (Liberia) Inc.,,,79747
8407,LBR,Sime Darby G,,Sime Darby Plantation (Liberia) Inc.,,,16252
8408,LBR,Sime Darby H,,Sime Darby Plantation (Liberia) Inc.,,,58584
8409,LBR,Sime Darby I,,Sime Darby Plantation (Liberia) Inc.,,,6587
8410,LBR,Sime Darby K,,Sime Darby Plantation (Liberia) Inc.,,,23348
8411,LBR,Sime Darby J,,Sime Darby Plantation (Liberia) Inc.,,,7204
8412,LBR,Equatorial Palm Oil plc Area 1,,Equatorial Palm Oil plc,,,6085
8413,LBR,Equatorial Palm Oil plc Area 2,,Equatorial Palm Oil plc,,,9544
8414,LBR,Equatorial Palm Oil plc Claimed Expansion Area,,Equatorial Palm Oil plc,,,130598
8415,LBR,Equatorial Palm Oil plc Claimed Expansion Area,,Equatorial Palm Oil plc,,,55071
8416,LBR,Liberian Agricultural Co.,,Liberian Agricultural Co.,,,18396
8417,LBR,GV Grand Kru Proposed Area,,Golden Veroleum (Liberia) Inc.,,,91441
8418,LBR,Golden Veroleum (Liberia) Inc.,,Golden Veroleum (Liberia) Inc.,,,106811
8419,LBR,ESIA Tarjuwon,,Golden Veroleum (Liberia) Inc.,,,12131
